[109]
-952,727
-233,1892
627,213
-1916,64
-1563,-697
-1978,-205
387,-1900
-681,1662
1919,1459
-1406,614
-11,1683
-523,342
-15,-1468
-728,1790
-1525,229
1288,-1264
-526,-1172
698,140
809,-1485
-1082,50
1826,797
113,125
-1290,554
-1257,-988
1025,1595
-1276,473
1585,1861
1806,-1900
248,152
704,-1552
1276,1503
764,-386
986,-1632
855,-1407
422,-627
-733,-447
-757,1150
1214,-1230
-893,1480
351,-1241
1890,1331
-867,1672
-83,1453
1144,1720
964,-1434
204,-818
1909,-1521
1018,-458
-1203,867
1873,-1784
1811,-1269
289,1660
601,1170
-905,-1407
-422,-1749
-1405,-1079
-1348,-36
879,915
1338,1256
-392,854
-1542,1605
-520,-536
-97,1691
-1996,-26
-1052,-285
1678,1835
1306,872
392,1718
-1826,-57
1560,-587
757,-543
-1020,549
-1843,313
43,-1210
372,1940
31,-51
-598,-1714
-990,-1639
-814,917
347,-1425
554,872
615,-138
-1113,1531
-111,1347
-500,779
462,247
-1982,-788
446,1158
784,-1447
819,-1570
1195,683
1824,329
-12,-1615
-471,1093
-394,-1174
997,1294
973,125
-109,-149
-1963,1480
-885,-493
309,-835
-208,1016
1912,322
-443,-1538
-1633,-1118
-297,1011
-744,-981
-539,-342
-986,960
