[1837]
-102,-1151
1493,-1126
199,243
-1114,-1439
-795,990
-227,-1303
-1708,1030
177,4
-23,1412
22,-405
-583,1819
-919,1204
-1599,-612
-547,-1833
84,-1486
-251,-823
-1286,-1698
726,1733
1273,-569
1599,-623
-164,1259
-1623,1578
-1296,197
1137,-1960
598,-1729
-1741,1327
-1077,-1638
1875,422
-1521,16
53,1399
-915,1798
-155,-1681
-1399,572
770,-959
-1370,-962
-75,-1232
-1212,900
-1451,1987
976,-636
269,1305
154,-790
-1882,614
68,639
1692,944
-598,-1665
1822,1174
-989,1542
-865,133
-1968,-905
1282,744
940,1401
1059,-551
1766,-1702
-607,1525
1113,-992
1895,-166
1952,985
787,-1918
1103,250
-118,-1256
-793,533
-924,1903
521,617
-1067,-1882
1973,-1206
-1465,-882
1144,1030
1106,800
129,-1695
-1768,-402
2,885
1759,-1276
-856,1297
-416,-1877
1708,-1100
-611,401
1546,340
1375,410
1749,1984
-1717,-1115
736,-1243
756,-48
-1411,-1671
75,-1758
764,1797
43,499
902,-820
1220,-1585
1652,713
-722,284
496,-1761
-564,-885
1881,1
-1955,-1072
1074,1249
-1174,-1633
-1107,373
-23,157
1712,1003
-465,775
-555,-274
-60,1707
-1331,400
-1809,-1141
421,1357
1588,-1136
870,-121
1223,1931
1200,536
1073,1732
515,-1865
929,-135
-45,60
-1285,-759
-1087,1267
-1446,1092
1694,-306
1767,1801
240,1711
1883,771
356,-509
-391,-879
1355,1640
-1833,-1098
1854,-620
228,1358
-567,-425
-1423,1040
1021,209
-83,-24
-1495,1795
-932,-1162
712,1343
722,-1291
-189,-1216
1927,161
-1471,-1770
1804,-523
250,-386
370,1341
-1666,-458
597,-435
1374,10
-1587,1821
-933,-486
849,556
522,1040
-1647,-1419
1266,-1812
855,1122
-76,-587
1232,-1757
1560,1694
437,1403
-1359,-1494
1525,1413
-3,-1778
-651,744
105,939
-789,1548
-423,-1956
-289,-257
-527,462
1739,-451
947,-1973
-909,-1084
1767,-399
-818,-410
1645,-672
-1696,-1776
265,-886
-1803,318
955,833
586,-607
-1151,-642
1859,-175
75,387
951,-1064
-1409,1701
1569,737
1198,442
726,723
-1946,-895
-1157,1182
-1361,526
299,-568
1305,-1831
-117,-274
111,806
-328,-1018
-689,-538
1504,-249
-174,926
1654,-489
-1335,-768
562,-1672
175,-1774
694,359
1711,-311
-69,-339
164,-847
694,1867
-91,1905
-1773,-788
-1212,-1636
1286,-1729
-1901,1579
311,1180
-814,1296
572,-405
-1375,1719
-1554,-1091
-252,-1783
-1153,518
-1122,864
-1385,-1810
-634,-489
-1835,1045
1041,-120
1760,-1532
-850,-1390
1036,291
1404,229
-230,1601
-718,1913
1581,1786
-256,532
350,-151
-38,1595
-42,813
1574,1735
1024,-1023
-181,878
-139,236
1271,-1392
470,-113
618,1129
-1005,-1363
-473,-1963
915,-570
1889,468
-382,1574
-529,393
-373,-695
-164,-867
-1245,-842
1972,-1637
1909,1975
1674,1892
-13,1551
1384,-1341
326,1543
-1017,-1096
-662,-1238
-133,470
-391,-1809
-441,-971
1883,-683
560,-1268
-682,-598
846,1775
1677,-1203
825,-1517
-1645,-1281
-470,1771
-853,218
1322,-487
-92,1695
1058,263
978,-1470
-1929,-469
1140,-880
594,-448
-330,167
1114,1419
539,-1079
1118,789
-60,-719
-333,1340
-1964,-1984
-646,-1073
1081,688
1942,1572
-983,-642
-775,-1001
-1922,-114
-1109,799
-365,-230
-117,864
299,-1069
104,-1316
925,1128
1960,-1641
151,135
-1825,-1009
907,655
1653,-812
1900,130
-1876,-1302
770,-1244
1070,796
1127,-1906
-894,-193
-671,1477
901,859
1085,1234
-1709,193
-820,1611
-1161,1501
1422,-718
-1484,-480
-1572,-1360
-511,-1406
-597,-1196
-29,-1528
-23,658
1407,-295
-1211,-450
462,-995
-1887,-155
-158,-1986
-605,-628
186,-504
-1786,1626
886,522
-1410,1378
600,-501
412,-1378
-1938,-891
-70,49
-1474,46
-1068,-1074
311,1507
591,-1396
546,-1011
1311,-1291
-949,870
-88,-1648
-536,1005
873,-844
252,909
-1928,647
1195,216
-363,-913
1079,1404
1798,-950
-1642,396
92,-1447
-225,-1735
333,-684
826,-160
-361,1646
947,-196
1743,-1244
708,848
736,-1120
142,795
396,1914
-22,-1492
1546,699
1886,1313
817,-511
-1448,281
114,66
594,494
-728,-895
-1223,-272
676,1002
-795,1336
-308,-643
-874,1974
1545,71
-952,-1695
514,-1259
1855,325
456,-213
1979,-252
1142,-719
-1030,699
-1043,204
1561,713
806,104
1238,-1331
947,806
-1684,404
1862,-1713
-854,-1065
301,1945
126,998
343,1226
346,-1666
-365,-1442
290,-1839
738,-1531
1176,195
-1009,-34
1129,396
73,1283
899,-209
-983,-510
-1817,-104
378,836
-1160,533
-1899,1504
682,-1632
638,1316
499,-1052
1129,-417
522,-435
-1798,1691
1584,566
-1257,-882
-1289,-1141
462,48
-1168,1321
46,509
1473,1855
-270,-589
-187,-659
-804,1758
1367,1376
-519,-754
-993,-744
-868,-1094
1111,402
809,-929
325,17
495,1367
1361,302
1960,289
-687,1259
-1674,291
933,1137
1720,-1592
1185,-1206
1904,-1825
725,-1159
135,-1763
-1108,1953
571,-710
-1472,-1094
-377,1053
1203,-631
1995,1471
-1833,192
1737,1929
147,1262
1095,1630
-1956,-626
388,-422
-147,-616
1610,-670
1398,-1952
918,909
638,642
1334,337
48,1324
1915,363
-457,-1201
-370,527
-441,219
1794,1211
724,990
230,-1225
1975,-1148
-755,521
1821,-1712
-319,-1022
-511,-973
-869,1752
-738,826
-1011,-213
-459,-1744
205,1774
156,-398
463,-1660
1546,-1287
-1979,210
79,1598
-1002,503
51,-1353
232,1469
-1699,-588
1039,-1869
-1816,1488
315,1176
-1647,155
1609,1443
-720,-302
1070,369
-1861,1017
-566,-1951
1971,128
1403,467
-836,1679
1813,-1700
973,-754
-469,-1645
1150,1851
-713,695
-559,897
1388,-114
-120,-1576
-409,1727
1669,1196
454,327
-1392,-1883
1497,813
1815,1507
-258,227
1520,-651
-1079,-271
-703,-1008
-272,35
-1287,-753
-225,-1961
-545,-38
-1320,314
-712,-1634
-1084,-1331
-1343,1444
-631,-1921
855,-303
-1589,-148
-1022,63
-380,-113
-571,-972
-320,1389
593,-1376
-1131,460
1538,612
-1718,-1355
1679,959
-1525,376
1818,-482
-1156,1481
-1301,1385
-1548,-183
1219,302
-689,1182
-1894,-1396
759,229
1448,1002
169,-946
367,1543
-355,542
-1623,57
-649,-1292
-757,1682
999,-1018
-424,-1416
-117,654
798,-77
1683,-1131
-997,852
1046,490
-1715,-1666
-556,770
1398,1606
-373,1679
-350,1416
78,727
-1291,388
1429,-666
-880,1501
695,121
121,581
-88,-80
-1622,812
-754,-1590
1149,-525
-302,882
1492,635
-638,1446
-147,1729
1889,-383
1645,1793
1192,-925
-1568,-1893
1625,-1807
507,-705
48,999
-1872,861
524,-212
1011,-120
1145,-1702
386,1879
-683,539
-919,239
1295,-143
-1460,1648
-1927,850
-1176,554
1675,1013
-897,432
-996,168
-1403,1951
1107,-870
1791,-711
1373,-1963
-1501,-456
695,437
545,1157
-212,152
585,-1693
-983,-1579
1338,-121
-11,1033
1837,-1305
-395,-1985
1973,1503
392,879
-333,1552
-636,1786
1351,-1489
-1030,-1196
1068,740
907,1131
1786,-206
-1723,-1953
-966,1428
1487,1943
1901,1864
-1845,44
-296,1596
-1871,504
1125,1155
-700,-204
1976,-1892
-469,-14
93,-37
-1258,-1495
-1111,491
1058,-1904
375,-1045
164,1873
1306,1394
-1021,301
-102,-894
79,793
1437,1092
817,-583
-1870,174
624,1407
263,-1908
-283,-249
237,508
-1940,5
-25,-824
1442,932
719,1850
1181,-192
1419,-334
-498,-1432
56,-933
230,-965
-1177,420
-110,-1576
-399,1681
1174,813
1969,2
-900,437
-742,-1102
-863,-1529
-1299,-1947
-1758,369
-1098,-1825
910,1428
1590,-1413
1575,-257
1360,1212
1883,-1464
-830,-687
323,1540
1194,-219
623,203
50,677
526,1110
100,1298
1477,1985
-715,-1451
-1103,555
-1150,1437
-1889,-951
1446,382
-1053,-1653
1817,-382
344,-1194
-1294,1197
-258,857
498,-751
1226,1880
1376,-486
-373,-671
200,25
-1637,-1038
-676,898
-965,1557
-938,-1900
1162,-1542
1024,-788
-1899,-61
-1278,-790
-916,-925
1357,313
1165,-1961
1356,650
1173,1327
208,1289
-210,606
-847,-1307
990,-1984
-1920,1867
-1987,-680
-688,-1574
393,-367
-853,-214
-1746,304
76,-945
1640,-1952
865,-318
1927,-1951
752,65
-1469,1243
1515,446
-699,-1281
731,682
519,-1749
-1432,790
1652,-1287
949,823
854,-165
1719,-719
1817,814
1405,38
-840,-720
-716,661
-58,-902
-716,-694
1165,-712
-1971,-1966
-478,1039
884,-980
-458,-1380
324,975
-407,931
1594,1599
-1065,-676
-1237,919
-1535,-470
-384,1297
926,-472
683,188
-1130,-724
-1298,-1183
1201,702
1674,-1365
193,1903
-1550,-363
-981,1604
-157,-964
-1073,1988
-1029,-1815
1123,-817
-196,-1853
-259,-666
1282,937
1575,920
-992,-327
672,-239
879,-1820
1830,704
249,1702
-1576,1474
910,1005
107,-1113
1180,1458
297,1032
-1123,1299
-858,-1069
-1960,-1235
-846,1605
-199,-816
-1361,-1619
-1813,1404
-1312,1612
-969,-1647
1292,-326
1236,-1153
-621,-1852
215,10
-357,-656
-461,-538
1478,1150
-1268,-354
-1462,-40
-1276,1678
-897,-122
-824,-1157
42,786
-539,-1771
1979,1439
-1053,-1047
-687,-788
1718,-392
-1901,-1640
374,-1161
-537,1681
839,-86
958,1966
-193,997
1755,-330
-8,1706
-578,965
11,1117
-152,1389
1677,-104
135,-1732
-1060,315
882,1070
-429,-236
934,-458
-42,1891
352,-1966
1334,361
1454,-788
-1930,1122
1090,1666
-437,860
-1627,-610
-1028,409
-1679,1238
-680,944
1278,1961
1793,-1976
-1,1984
314,340
-1923,-805
-727,-637
-1654,1413
-1896,134
-708,985
551,-1553
773,75
607,1281
193,-32
1587,-657
1949,1229
-1015,-1977
-1625,537
1641,1099
1706,-1505
1258,-1173
1908,223
-1833,1756
212,-1003
293,633
71,-627
-873,-1794
840,-471
-1639,693
-1947,1799
-1472,504
-1844,402
-1172,-1697
-390,-1042
-1588,280
884,-1383
-1970,1415
-1307,1804
-1454,312
-1860,920
808,-1431
-1833,-1534
1145,-1969
-1508,-320
1810,363
1230,1435
1241,-613
-1806,-695
543,-633
165,-15
927,1492
1673,1146
-1150,1875
-876,-1943
-909,-61
1080,1837
-901,157
-1701,1402
-1778,821
480,1133
1147,1406
726,-1850
-858,1029
1103,897
-751,689
-1240,-1019
878,555
337,1386
30,503
-1075,663
820,-761
-5,656
1557,302
1603,1925
-1798,-191
1933,-324
1078,-1146
1176,203
-547,47
1984,1363
-1801,48
-1465,-249
-1336,1665
1216,1203
1264,-1585
942,1708
-551,257
-1877,1668
995,-1633
294,710
-1519,-1507
-397,130
-1202,-1069
446,1883
-335,-179
-1951,7
803,1768
772,1858
-1591,-543
-153,1843
1697,-638
363,485
1501,972
-1930,-840
-1153,-760
952,1709
1826,1398
1449,-1065
-820,263
-978,-92
1435,1326
1278,-698
-461,-517
1570,1150
740,-1906
-1552,472
1776,257
-201,-1309
-1948,1086
1698,1479
-508,1257
1123,1318
-1769,-1432
1292,1507
-383,-1585
1688,344
-1349,-971
-693,-537
1463,1418
1439,-1747
759,46
-58,-571
-1091,153
-1269,243
1805,1734
1247,-686
-554,973
-1402,345
-1053,-794
-1598,-1317
-1151,1778
-67,1945
745,1308
-1083,998
-1134,1874
1828,-235
-291,393
-578,-1803
1104,1377
1725,162
-101,976
-133,1610
-1756,955
-343,-1470
1024,-1137
139,-1663
-1527,-706
-702,495
-1995,-965
-347,1080
1054,-672
1869,384
