[280]
1194,1306
-327,-1201
-379,-1355
-1449,-1991
-448,1689
-90,1580
-1741,507
1293,1756
-1964,1217
-111,1117
-1173,1401
-553,1661
1510,1967
879,-1691
-1643,-290
-777,718
-494,1953
1624,-564
814,-430
589,-1160
-1149,121
-1165,873
-1662,517
670,364
389,-400
-1911,1669
-547,-1743
-1535,-1587
303,-181
-1684,584
-1939,-1668
99,491
66,1570
1144,1512
-510,-1021
-1121,283
1056,1847
-555,733
-86,-1763
-715,-1053
-1691,845
1595,-668
-1741,-1240
-636,511
-854,-406
1852,-991
-691,-1309
-1002,-1502
-549,-784
1644,-750
651,1589
-17,-1246
-140,288
-1669,-261
-1904,-1824
828,325
1238,-1288
1198,-412
1982,-1979
1862,30
-34,404
947,-1561
258,1638
1884,1642
-1726,-1213
1486,1433
-23,1281
-1377,-440
-259,-1512
-1800,-1637
-82,-520
-849,1540
-299,-1889
-616,1432
-1459,-1475
-1245,604
-1898,1778
1511,-1180
-508,104
-1500,1186
55,1432
-1956,-1736
1756,-1472
272,-1220
1286,-1704
488,1890
-86,-1234
151,547
485,-746
-1880,1482
1682,-171
416,-289
1418,1617
245,771
130,1245
1781,875
-928,1812
-858,671
-1849,-918
-1285,1408
-930,459
1880,-164
-1807,1942
-1782,-862
-1130,-177
-140,-1412
-1298,-88
-1539,1024
-31,-1656
928,-1973
798,-538
-933,345
953,-1557
765,-201
759,1869
883,-1531
1675,-1689
375,-645
1106,1434
-894,1424
1793,-795
1287,1416
-1055,1752
-1546,-1930
1851,-1905
1197,-128
-1208,-1701
-1063,1758
383,1267
1108,1224
-944,-150
-12,1154
1006,1007
-745,-973
-1253,-1007
-454,942
-112,-1098
-1796,1762
-437,-295
-600,1739
689,-1522
1350,-1805
-749,216
2,467
-803,232
-497,1937
-695,1473
-1660,1542
-57,-114
-928,-136
-276,-317
795,-1323
-825,494
-1333,1932
-611,-347
762,-322
-828,-1800
780,145
1155,466
-1836,31
815,-256
491,-595
1814,-199
-954,-542
1947,-1415
1191,625
-1620,-1512
-658,1296
-1937,1339
657,1575
798,-267
670,1090
-1100,-1095
-69,459
-1904,1474
1874,-761
777,1120
358,388
-1707,487
1095,1608
1564,1220
1011,-817
-1831,-1773
634,-1023
-1385,-306
1028,1984
-81,-1129
-1135,-1791
-1167,79
-1834,532
1416,839
-1177,-637
756,649
-1710,-996
368,741
-1334,-640
-265,1697
-1736,1075
728,1522
-911,-1655
-1379,168
-690,1064
864,-1474
811,-94
300,490
261,1230
-1092,1872
1489,108
415,-879
-1555,-1267
-1198,-1374
118,606
-442,-166
911,857
-1501,1318
-1044,-1270
-1271,1294
1533,1118
-1072,26
844,517
-1904,1927
1807,-147
-1583,-1396
269,-1451
-1419,1707
1621,-564
-1572,-160
-283,1020
-1346,-895
260,-1820
-720,1639
-1068,1496
1578,-1341
1314,-826
-570,347
-1707,-1042
1587,-1358
-1993,-116
1109,-1314
-311,1197
18,-952
-1381,271
-1051,-966
-1213,257
254,-707
-1813,-1768
-1599,1994
1935,-631
1259,-691
1212,1424
-1060,790
-1722,1345
-920,1376
1236,373
1288,-609
-552,225
1141,-1941
-1237,218
21,680
1022,-1860
-1588,-1643
-1021,-1958
1497,-634
-1307,1196
1121,961
1468,1589
-2000,1732
-1233,-346
-265,1508
-1361,947
1758,1720
-134,311
433,1948
-967,1420
1446,1582
906,-628
-1882,-25
850,1396
-1813,405
724,1793
